DCI / Nome Genérico;Nome do Medicamento;Forma Farmacêutica;Dosagem;Estado de Autorização;Genérico;Titular de AIM;Stock
Rizatriptano;Rizatriptano Wynn;Comprimido orodispersível;5 mg;Autorizado;S;   Wynn Industrial Pharma, S.A.;50,,,,,,,,
Roflumilaste;Daliresp;Comprimido revestido por película;500 µg;Autorizado;N;Takeda GmbH;50
Roflumilaste;Daxas;Comprimido revestido por película;500 µg;Autorizado;N;Takeda GmbH;50
Roflumilaste;Libertek;Comprimido revestido por película;500 µg;Autorizado;N;Takeda GmbH;50
Romiplostim;Nplate;Pó e solvente para solução injetável;250 µg/0.5 ml;Autorizado;N;Amgen Europe, B.V.;50,,,,,,,,
Romiplostim;Nplate;Pó e solvente para solução injetável;500 µg/1 ml;Autorizado;N;Amgen Europe, B.V.;50,,,,,,,,
Romiplostim;Nplate;Pó para solução injetável;250 µg;Autorizado;N;Amgen Europe, B.V.;50,,,,,,,,
Romiplostim;Nplate;Pó para solução injetável;500 µg;Autorizado;N;Amgen Europe, B.V.;50,,,,,,,,
Ropinirol;Adartrel;Comprimido revestido por película;0.25 mg;Autorizado;N;Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.;50,,,,,,,,
Ropinirol;Adartrel;Comprimido revestido por película;0.5 mg;Autorizado;N;Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.;50,,,,,,,,
Ropinirol;Adartrel;Comprimido revestido por película;2 mg;Autorizado;N;Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.;50,,,,,,,,
Ropinirol;Requip LP;Comprimido de libertação prolongada;2 mg;Autorizado;N;Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.;50,,,,,,,,
Ropinirol;Requip LP;Comprimido de libertação prolongada;4 mg;Autorizado;N;Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.;50,,,,,,,,
Ropinirol;Requip LP;Comprimido de libertação prolongada;8 mg;Autorizado;N;Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Actavis;Comprimido de libertação prolongada;2 mg;Autorizado;S;Actavis Group PTC ehf.;50
Ropinirol;Ropinirol Actavis;Comprimido de libertação prolongada;4 mg;Autorizado;S;Actavis Group PTC ehf.;50
Ropinirol;Ropinirol Actavis;Comprimido de libertação prolongada;8 mg;Autorizado;S;Actavis Group PTC ehf.;50
Ropinirol;Ropinirol Alkaloid;Comprimido revestido por película;0.25 mg;Autorizado;S;Alkaloid - Int. d.o.o.;50
Ropinirol;Ropinirol Alkaloid;Comprimido revestido por película;0.5 mg;Autorizado;S;Alkaloid - Int. d.o.o.;50
Ropinirol;Ropinirol Alkaloid;Comprimido revestido por película;1 mg;Autorizado;S;Alkaloid - Int. d.o.o.;50
Ropinirol;Ropinirol Alkaloid;Comprimido revestido por película;2 mg;Autorizado;S;Alkaloid - Int. d.o.o.;50
Ropinirol;Ropinirol Alkaloid;Comprimido revestido por película;5 mg;Autorizado;S;Alkaloid - Int. d.o.o.;50
Ropinirol;Ropinirol Aurobindo LP;Comprimido de libertação prolongada;2 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Ropinirol;Ropinirol Aurobindo LP;Comprimido de libertação prolongada;4 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Ropinirol;Ropinirol Aurobindo LP;Comprimido de libertação prolongada;8 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido de libertação prolongada;2 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido de libertação prolongada;4 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido de libertação prolongada;8 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;0.25 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;0.5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;1 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;2 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;3 mg;Autorizado;N;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;4 mg;Autorizado;N;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ciclum;Comprimido revestido por película;5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Cinfa;Comprimido revestido por película;0.25 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Ropinirol;Ropinirol Cinfa;Comprimido revestido por película;0.5 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Ropinirol;Ropinirol Cinfa;Comprimido revestido por película;1 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Ropinirol;Ropinirol Cinfa;Comprimido revestido por película;2 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Ropinirol;Ropinirol Cinfa;Comprimido revestido por película;5 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;0.25 mg;Autorizado;S;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;0.5 mg;Autorizado;S;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;1 mg;Autorizado;S;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;2 mg;Autorizado;S;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;3 mg;Autorizado;N;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;4 mg;Autorizado;N;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Genedec;Comprimido revestido por película;5 mg;Autorizado;S;Genedec - Medicamentos Genéricos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido de libertação prolongada;2 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido de libertação prolongada;4 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido de libertação prolongada;8 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido revestido por película;0.25 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido revestido por película;0.5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido revestido por película;1 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido revestido por película;2 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis;Comprimido revestido por película;5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Generis Phar;Comprimido revestido por película;0.25 mg;Autorizado;S;Generis Phar - Promoção de Medicamentos, Unip. Lda.;50,,,,,,,,
Ropinirol;Ropinirol Generis Phar;Comprimido revestido por película;0.5 mg;Autorizado;S;Generis Phar - Promoção de Medicamentos, Unip. Lda.;50,,,,,,,,
Ropinirol;Ropinirol Generis Phar;Comprimido revestido por película;1 mg;Autorizado;S;Generis Phar - Promoção de Medicamentos, Unip. Lda.;50,,,,,,,,
Ropinirol;Ropinirol Generis Phar;Comprimido revestido por película;2 mg;Autorizado;S;Generis Phar - Promoção de Medicamentos, Unip. Lda.;50,,,,,,,,
Ropinirol;Ropinirol Generis Phar;Comprimido revestido por película;5 mg;Autorizado;S;Generis Phar - Promoção de Medicamentos, Unip. Lda.;50,,,,,,,,
Ropinirol;Ropinirol Glenmark;Comprimido revestido por película;0.25 mg;Autorizado;S;   Glenmark Generics (Europe) Ltd.;50
Ropinirol;Ropinirol Glenmark;Comprimido revestido por película;0.5 mg;Autorizado;S;   Glenmark Generics (Europe) Ltd.;50
Ropinirol;Ropinirol Glenmark;Comprimido revestido por película;1 mg;Autorizado;S;   Glenmark Generics (Europe) Ltd.;50
Ropinirol;Ropinirol Glenmark;Comprimido revestido por película;2 mg;Autorizado;S;   Glenmark Generics (Europe) Ltd.;50
Ropinirol;Ropinirol Glenmark;Comprimido revestido por película;5 mg;Autorizado;S;   Glenmark Generics (Europe) Ltd.;50
Ropinirol;Ropinirol KrKa;Comprimido de libertação prolongada;2 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Ropinirol;Ropinirol KrKa;Comprimido de libertação prolongada;4 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Ropinirol;Ropinirol KrKa;Comprimido de libertação prolongada;8 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Ropinirol;Ropinirol Krale;Comprimido de libertação prolongada;2 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Krale;Comprimido de libertação prolongada;4 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Krale;Comprimido de libertação prolongada;8 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Labesfal;Comprimido revestido por película;0.25 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal;Comprimido revestido por película;0.5 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal;Comprimido revestido por película;1 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal;Comprimido revestido por película;2 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal;Comprimido revestido por película;5 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal LP;Comprimido de libertação prolongada;2 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal LP;Comprimido de libertação prolongada;4 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Labesfal LP;Comprimido de libertação prolongada;8 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Ropinirol;Ropinirol Mylan;Comprimido revestido por película;0.25 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Mylan;Comprimido revestido por película;0.5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Mylan;Comprimido revestido por película;1 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Mylan;Comprimido revestido por película;2 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Mylan;Comprimido revestido por película;5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Normon;Comprimido revestido por película;0.25 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Normon;Comprimido revestido por película;0.5 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Normon;Comprimido revestido por película;1 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Normon;Comprimido revestido por película;2 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Normon;Comprimido revestido por película;5 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Ratiopharm;Comprimido de libertação prolongada;2 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ratiopharm;Comprimido de libertação prolongada;4 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ratiopharm;Comprimido de libertação prolongada;8 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ratiopharm;Comprimido revestido por película;0.25 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Ratiopharm;Comprimido revestido por película;0.5 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido de libertação prolongada;2 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido de libertação prolongada;4 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido de libertação prolongada;8 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido revestido por película;0.25 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido revestido por película;0.5 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido revestido por película;1 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido revestido por película;2 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Sandoz;Comprimido revestido por película;5 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido de libertação prolongada;2 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido de libertação prolongada;4 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido de libertação prolongada;8 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido revestido por película;0.25 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido revestido por película;0.5 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido revestido por película;1 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido revestido por película;2 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Teva;Comprimido revestido por película;5 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Vazeg;Comprimido de libertação prolongada;2 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Vazeg;Comprimido de libertação prolongada;4 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Vazeg;Comprimido de libertação prolongada;8 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Vetog;Comprimido de libertação prolongada;2 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Vetog;Comprimido de libertação prolongada;4 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Vetog;Comprimido de libertação prolongada;8 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Ropinirol;Ropinirol Wynn;Comprimido de libertação prolongada;2 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Wynn;Comprimido de libertação prolongada;3 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Wynn;Comprimido de libertação prolongada;4 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Wynn;Comprimido de libertação prolongada;6 mg;Autorizado;N;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Wynn;Comprimido de libertação prolongada;8 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Ropinirol;Ropinirol Zentiva;Comprimido de libertação prolongada;2 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Zentiva;Comprimido de libertação prolongada;4 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropinirol;Ropinirol Zentiva;Comprimido de libertação prolongada;8 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropivacaína;Naropeine;Solução injetável;10 mg/ml;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropivacaína;Naropeine;Solução injetável;2 mg/ml;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropivacaína;Naropeine;Solução injetável;5 mg/ml;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropivacaína;Naropeine;Solução injetável;7.5 mg/ml;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropivacaína;Naropeine;Solução para perfusão;2 mg/ml;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaina Hospira;Solução injetável;10 mg/ml;Autorizado;S;Hospira Portugal, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaina Hospira;Solução injetável;2 mg/ml;Autorizado;S;Hospira Portugal, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaina Hospira;Solução injetável;7.5 mg/ml;Autorizado;S;Hospira Portugal, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaína Actavis;Solução injetável;10 mg/ml;Autorizado;S;Actavis Group PTC ehf.;50
Ropivacaína;Ropivacaína Actavis;Solução injetável;2 mg/ml;Autorizado;S;Actavis Group PTC ehf.;50
Ropivacaína;Ropivacaína Actavis;Solução injetável;5 mg/ml;Autorizado;S;Actavis Group PTC ehf.;50
Ropivacaína;Ropivacaína Actavis;Solução injetável;7.5 mg/ml;Autorizado;S;Actavis Group PTC ehf.;50
Ropivacaína;Ropivacaína Actavis;Solução para perfusão;2 mg/ml;Autorizado;S;Actavis Group PTC ehf.;50
Ropivacaína;Ropivacaína B. Braun;Solução injetável;10 mg/ml;Autorizado;S;B. Braun Melsungen A.G.;50
Ropivacaína;Ropivacaína B. Braun;Solução injetável;2 mg/ml;Autorizado;S;B. Braun Melsungen A.G.;50
Ropivacaína;Ropivacaína B. Braun;Solução injetável;7.5 mg/ml;Autorizado;S;B. Braun Melsungen A.G.;50
Ropivacaína;Ropivacaína Kabi;Solução injetável;10 mg/ml;Autorizado;S;   Fresenius Kabi Pharma Portugal, Lda;50,,,,,,,,
Ropivacaína;Ropivacaína Kabi;Solução injetável;2 mg/ml;Autorizado;S;   Fresenius Kabi Pharma Portugal, Lda;50,,,,,,,,
Ropivacaína;Ropivacaína Kabi;Solução injetável;7.5 mg/ml;Autorizado;S;   Fresenius Kabi Pharma Portugal, Lda;50,,,,,,,,
Ropivacaína;Ropivacaína Kabi;Solução para perfusão;2 mg/ml;Autorizado;S;   Fresenius Kabi Pharma Portugal, Lda;50,,,,,,,,
Ropivacaína;Ropivacaína Mylan;Solução injetável;10 mg/ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaína Mylan;Solução injetável;2 mg/ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaína Mylan;Solução injetável;7.5 mg/ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaína Mylan;Solução para perfusão;2 mg/ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Ropivacaína;Ropivacaína Wynn;Solução injetável;10 mg/ml;Autorizado;S;Farma Mediterrania, S.L.;50,,,,,,,,
Ropivacaína;Ropivacaína Wynn;Solução injetável;2 mg/ml;Autorizado;S;Farma Mediterrania, S.L.;50,,,,,,,,
Ropivacaína;Ropivacaína Wynn;Solução injetável;7.5 mg/ml;Autorizado;S;Farma Mediterrania, S.L.;50,,,,,,,,
Ropivacaína;Ropivacaína Wynn;Solução para perfusão;2 mg/ml;Autorizado;S;Farma Mediterrania, S.L.;50,,,,,,,,
Rosuvastatina;Bessesist;Comprimido revestido por película;10 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Bessesist;Comprimido revestido por película;20 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Bessesist;Comprimido revestido por película;40 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Bessesist;Comprimido revestido por película;5 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Crestor 10 mg;Comprimido revestido por película;10 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Crestor 20 mg;Comprimido revestido por película;20 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Crestor 40 mg;Comprimido revestido por película;40 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Crestor 5 mg;Comprimido revestido por película;5 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Disepkit;Comprimido revestido por película;10 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Disepkit;Comprimido revestido por película;20 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Disepkit;Comprimido revestido por película;40 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Disepkit;Comprimido revestido por película;5 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Rosuvastatina Actavis;Comprimido revestido por película;10 mg;Autorizado;S;Actavis Group PTC ehf.;50
Rosuvastatina;Rosuvastatina Actavis;Comprimido revestido por película;20 mg;Autorizado;S;Actavis Group PTC ehf.;50
Rosuvastatina;Rosuvastatina Actavis;Comprimido revestido por película;40 mg;Autorizado;S;Actavis Group PTC ehf.;50
Rosuvastatina;Rosuvastatina Actavis;Comprimido revestido por película;5 mg;Autorizado;S;Actavis Group PTC ehf.;50
Rosuvastatina;Rosuvastatina Alter;Comprimido revestido por película;10 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Alter;Comprimido revestido por película;20 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Alter;Comprimido revestido por película;40 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Alter;Comprimido revestido por película;5 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Aurobindo;Comprimido revestido por película;10 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Aurobindo;Comprimido revestido por película;20 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Aurobindo;Comprimido revestido por película;40 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Aurobindo;Comprimido revestido por película;5 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Azevedos;Comprimido revestido por película;10 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Azevedos;Comprimido revestido por película;20 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Azevedos;Comprimido revestido por película;40 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Azevedos;Comprimido revestido por película;5 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Bisten;Comprimido revestido por película;10 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Bisten;Comprimido revestido por película;20 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Bisten;Comprimido revestido por película;40 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Bisten;Comprimido revestido por película;5 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ciclum;Comprimido revestido por película;10 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ciclum;Comprimido revestido por película;20 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ciclum;Comprimido revestido por película;40 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ciclum;Comprimido revestido por película;5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Glenmark;Comprimido revestido por película;10 mg;Autorizado;S;Glenmark Pharmaceuticals Europe Ltd.;50
Rosuvastatina;Rosuvastatina Glenmark;Comprimido revestido por película;20 mg;Autorizado;S;Glenmark Pharmaceuticals Europe Ltd.;50
Rosuvastatina;Rosuvastatina Glenmark;Comprimido revestido por película;40 mg;Autorizado;S;Glenmark Pharmaceuticals Europe Ltd.;50
Rosuvastatina;Rosuvastatina Glenmark;Comprimido revestido por película;5 mg;Autorizado;S;Glenmark Pharmaceuticals Europe Ltd.;50
Rosuvastatina;Rosuvastatina Hexal;Comprimido revestido por película;10 mg;Autorizado;S;Hexal A.G.;50
Rosuvastatina;Rosuvastatina Hexal;Comprimido revestido por película;20 mg;Autorizado;S;Hexal A.G.;50
Rosuvastatina;Rosuvastatina Hexal;Comprimido revestido por película;40 mg;Autorizado;S;Hexal A.G.;50
Rosuvastatina;Rosuvastatina Hexal;Comprimido revestido por película;5 mg;Autorizado;S;Hexal A.G.;50
